level,category,task,metric,method,n_rows,spearman_rho,p_value,hdr_key
per_method_by_lighting,ring,identity,hist_chi2_fg_boundary,composite,64,-0.09840333778074406,0.4391724913255606,indoor_pool
per_method_by_lighting,ring,identity,hist_chi2_fg_boundary,diffusion,64,0.1818016321022359,0.15050212632368845,indoor_pool
per_method_by_lighting,ring,identity,hist_chi2_fg_boundary,hist,64,-0.058353559297485265,0.6469393019023059,indoor_pool
per_method_by_lighting,ring,identity,hist_chi2_fg_boundary,composite,64,-0.22084384033388121,0.07949002563869999,industrial_pipe
per_method_by_lighting,ring,identity,hist_chi2_fg_boundary,diffusion,64,-0.003289967633871746,0.9794160170008792,industrial_pipe
per_method_by_lighting,ring,identity,hist_chi2_fg_boundary,hist,64,0.10715900168345478,0.3993366961691315,industrial_pipe
overall,necklace,aesthetic,hist_chi2_fg_fg,ALL,432,-0.29936588973368156,2.1476601522072028e-10,
per_method,necklace,aesthetic,hist_chi2_fg_fg,composite,144,-0.411493994693609,2.9955168476369997e-07,
per_method,necklace,aesthetic,hist_chi2_fg_fg,diffusion,144,-0.3155688282070669,0.0001168021748561324,
per_method,necklace,aesthetic,hist_chi2_fg_fg,hist,144,0.15374858490063154,0.06578902435525591,
overall,necklace,identity,hist_chi2_fg_fg,ALL,432,0.23124093816707766,1.1838030381145485e-06,
per_method,necklace,identity,hist_chi2_fg_fg,composite,144,0.460224988755448,6.492125229399011e-09,
per_method,necklace,identity,hist_chi2_fg_fg,diffusion,144,-0.24843215800666263,0.0026784227632513247,
per_method,necklace,identity,hist_chi2_fg_fg,hist,144,0.39719444513520397,8.260492389318434e-07,
overall,ring,aesthetic,hist_chi2_fg_fg,ALL,576,-0.3599932558147041,4.582372798408622e-19,
per_method,ring,aesthetic,hist_chi2_fg_fg,composite,192,-0.11371245217579884,0.11630925392852959,
per_method,ring,aesthetic,hist_chi2_fg_fg,diffusion,192,0.35965368233441747,3.0000256292976733e-07,
per_method,ring,aesthetic,hist_chi2_fg_fg,hist,192,-0.11135999738702888,0.12410726638852235,
overall,ring,identity,hist_chi2_fg_fg,ALL,576,0.40011126740699515,1.4831622268762677e-23,
per_method,ring,identity,hist_chi2_fg_fg,composite,192,0.060301043516340726,0.40605498180749056,
per_method,ring,identity,hist_chi2_fg_fg,diffusion,192,0.0528399369791104,0.4666752492240829,
per_method,ring,identity,hist_chi2_fg_fg,hist,192,0.12532222855306432,0.0832715557347388,
overall_by_lighting,necklace,aesthetic,hist_chi2_fg_fg,ALL,144,-0.4967846819597882,2.403984230741681e-10,cinema_hall
overall_by_lighting,necklace,aesthetic,hist_chi2_fg_fg,ALL,144,0.5377365106355045,3.6569076142393684e-12,indoor_pool
overall_by_lighting,necklace,aesthetic,hist_chi2_fg_fg,ALL,144,-0.5860040099033754,1.2019070678448401e-14,industrial_pipe
overall_by_lighting,necklace,identity,hist_chi2_fg_fg,ALL,144,0.05614598341845089,0.5038736360624294,cinema_hall
overall_by_lighting,necklace,identity,hist_chi2_fg_fg,ALL,144,0.3254557373888776,6.88136724157972e-05,indoor_pool
overall_by_lighting,necklace,identity,hist_chi2_fg_fg,ALL,144,0.25989725227075594,0.0016561850678516999,industrial_pipe
overall_by_lighting,ring,aesthetic,hist_chi2_fg_fg,ALL,192,-0.4461293809573405,8.857840734851785e-11,cinema_hall
overall_by_lighting,ring,aesthetic,hist_chi2_fg_fg,ALL,192,-0.2332719401970894,0.0011289603459146134,indoor_pool
overall_by_lighting,ring,aesthetic,hist_chi2_fg_fg,ALL,192,-0.49277901384237377,3.853535214605252e-13,industrial_pipe
overall_by_lighting,ring,identity,hist_chi2_fg_fg,ALL,192,0.4800686788636026,1.841116648391045e-12,cinema_hall
overall_by_lighting,ring,identity,hist_chi2_fg_fg,ALL,192,0.34264550339882593,1.1450762546254846e-06,indoor_pool
overall_by_lighting,ring,identity,hist_chi2_fg_fg,ALL,192,0.4509879155865209,5.22055490694026e-11,industrial_pipe
per_method_by_lighting,necklace,aesthetic,hist_chi2_fg_fg,composite,48,0.05987162572467307,0.6860423592543821,cinema_hall
per_method_by_lighting,necklace,aesthetic,hist_chi2_fg_fg,diffusion,48,-0.014569141251786745,0.9217080359621519,cinema_hall
per_method_by_lighting,necklace,aesthetic,hist_chi2_fg_fg,hist,48,-0.19487896120369252,0.1843968034180736,cinema_hall
per_method_by_lighting,necklace,aesthetic,hist_chi2_fg_fg,composite,48,0.15412740123264682,0.2955867761325391,indoor_pool
per_method_by_lighting,necklace,aesthetic,hist_chi2_fg_fg,diffusion,48,0.15515722449804903,0.29233248025707953,indoor_pool
per_method_by_lighting,necklace,aesthetic,hist_chi2_fg_fg,hist,48,-0.415273471530701,0.0033347419344364,indoor_pool
per_method_by_lighting,necklace,aesthetic,hist_chi2_fg_fg,composite,48,-0.36422020240716185,0.010929186130991215,industrial_pipe
per_method_by_lighting,necklace,aesthetic,hist_chi2_fg_fg,diffusion,48,-0.0014761330226339604,0.9920553014460811,industrial_pipe
per_method_by_lighting,necklace,aesthetic,hist_chi2_fg_fg,hist,48,0.2381169743100408,0.10314922453604199,industrial_pipe
per_method_by_lighting,necklace,identity,hist_chi2_fg_fg,composite,48,0.8088676573025128,3.5213107722140146e-12,cinema_hall
per_method_by_lighting,necklace,identity,hist_chi2_fg_fg,diffusion,48,0.1267249601593298,0.3907263246593732,cinema_hall
per_method_by_lighting,necklace,identity,hist_chi2_fg_fg,hist,48,0.05713213489489698,0.6997154779962025,cinema_hall
per_method_by_lighting,necklace,identity,hist_chi2_fg_fg,composite,48,0.1361898656108107,0.35601258267032254,indoor_pool
per_method_by_lighting,necklace,identity,hist_chi2_fg_fg,diffusion,48,0.23061095456644193,0.11480873086487099,indoor_pool
per_method_by_lighting,necklace,identity,hist_chi2_fg_fg,hist,48,-0.30412968383322725,0.03558860530961782,indoor_pool
per_method_by_lighting,necklace,identity,hist_chi2_fg_fg,composite,48,0.4968586173011795,0.0003278675276978827,industrial_pipe
per_method_by_lighting,necklace,identity,hist_chi2_fg_fg,diffusion,48,-0.25171191912306107,0.08437405621884685,industrial_pipe
per_method_by_lighting,necklace,identity,hist_chi2_fg_fg,hist,48,-0.07023881066442968,0.6352232529796754,industrial_pipe
per_method_by_lighting,ring,aesthetic,hist_chi2_fg_fg,composite,64,0.1256827342965191,0.32238142431264105,cinema_hall
per_method_by_lighting,ring,aesthetic,hist_chi2_fg_fg,diffusion,64,0.1327314717351269,0.29576500304480635,cinema_hall
per_method_by_lighting,ring,aesthetic,hist_chi2_fg_fg,hist,64,-0.24080463498252205,0.05526612916218771,cinema_hall
per_method_by_lighting,ring,aesthetic,hist_chi2_fg_fg,composite,64,0.05821173058652033,0.64774064108799,indoor_pool
per_method_by_lighting,ring,aesthetic,hist_chi2_fg_fg,diffusion,64,0.022301292439882187,0.8611458556969677,indoor_pool
per_method_by_lighting,ring,aesthetic,hist_chi2_fg_fg,hist,64,-0.3663887551631617,0.0029048593187697962,indoor_pool
per_method_by_lighting,ring,aesthetic,hist_chi2_fg_fg,composite,64,-0.054194706646759266,0.6705994830877731,industrial_pipe
per_method_by_lighting,ring,aesthetic,hist_chi2_fg_fg,diffusion,64,0.1565177853608976,0.21679611861784887,industrial_pipe
per_method_by_lighting,ring,aesthetic,hist_chi2_fg_fg,hist,64,0.11078630792478836,0.3834760551659129,industrial_pipe
per_method_by_lighting,ring,identity,hist_chi2_fg_fg,composite,64,-0.04437949530388901,0.7276823826508684,cinema_hall
per_method_by_lighting,ring,identity,hist_chi2_fg_fg,diffusion,64,0.07239744999729039,0.5696878367252148,cinema_hall
per_method_by_lighting,ring,identity,hist_chi2_fg_fg,hist,64,0.3931480528201089,0.0013105272604675036,cinema_hall
per_method_by_lighting,ring,identity,hist_chi2_fg_fg,composite,64,-0.1112445915941259,0.3814993201184209,indoor_pool
per_method_by_lighting,ring,identity,hist_chi2_fg_fg,diffusion,64,0.22876476172622498,0.06902712954831292,indoor_pool
per_method_by_lighting,ring,identity,hist_chi2_fg_fg,hist,64,0.17499189177147645,0.16665214240267742,indoor_pool
per_method_by_lighting,ring,identity,hist_chi2_fg_fg,composite,64,-0.1451132361973265,0.2525848435055383,industrial_pipe
per_method_by_lighting,ring,identity,hist_chi2_fg_fg,diffusion,64,0.5557514556909503,1.8689184980970693e-06,industrial_pipe
per_method_by_lighting,ring,identity,hist_chi2_fg_fg,hist,64,-0.01839708688119475,0.8852729538231694,industrial_pipe
